modifier	lang-pair	EMEA	JRC-Acquis	KDE4	OpenSubtitles	QED	Tanzil	TED2020	CCAligned
xglm-bm25-3shot-langsxglm-bm25-3shot-langs-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-langs	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-langs-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-all	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang200	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang200-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang500	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-lang500-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain200	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-domain200-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-bm25-3shot-seen-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-sentsim-3shot-seen-all-trim	en-fi	NA	NA	NA	NA	NA	NA	NA	NA
xglm-base	en-fr	44.4	47.0	21.2	73.8	67.6	55.6	80.0	44.8
xglm-base-trim	en-fr	62.8	81.4	64.4	80.4	79.6	94.0	88.4	68.2
verbose-base	en-fr	95.4	98.6	91.6	93.0	95.2	99.0	97.4	95.2
verbose-base-trim	en-fr	95.2	98.6	91.4	93.0	95.2	99.0	97.4	95.2
xglm-label	en-fr	78.2	85.2	63.0	92.0	88.6	84.4	97.8	68.8
xglm-label-trim	en-fr	89.4	96.8	70.0	93.0	93.4	98.8	98.0	83.6
xglm-rand-label	en-fr	77.6	82.0	59.4	90.8	89.6	89.0	97.6	68.2
xglm-rand-label-trim	en-fr	86.6	96.0	72.8	92.2	93.4	98.6	97.8	84.4
xglm-keywords10-seen200	en-fr	67.4	61.4	32.8	71.0	67.2	43.4	80.2	40.0
xglm-keywords10-seen200-trim	en-fr	92.4	98.0	84.0	93.4	95.6	99.6	99.0	89.8
xglm-rand-keywords10-seen200	en-fr	72.4	63.6	45.8	87.8	83.4	63.0	94.6	50.8
xglm-rand-keywords10-seen200-trim	en-fr	92.8	96.8	82.2	93.8	95.8	99.6	99.4	90.0
xglm-keywords10-all500	en-fr	74.2	63.4	47.8	87.6	82.8	75.0	94.8	50.2
xglm-keywords10-all500-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-keywords30-seen200	en-fr	70.8	59.2	41.6	89.0	83.0	60.6	95.0	NA
xglm-keywords30-seen200-trim	en-fr	91.6	98.4	82.8	95.4	96.6	99.2	99.0	NA
xglm-topic3shot-seen200	en-fr	NA	97.0	NA	NA	NA	NA	NA	91.6
xglm-topic3shot-seen200-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all500	en-fr	94.2	98.2	83.6	93.6	96.2	77.4	97.6	92.6
xglm-topic3shot-all500-trim	en-fr	96.6	99.2	89.8	95.6	97.4	99.6	99.0	95.4
xglm-topic3shot-cc100	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-cc100-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic1shot-seen200	en-fr	77.0	85.2	75.6	88.2	84.8	71.8	86.4	74.4
xglm-topic1shot-seen200-trim	en-fr	95.0	98.6	91.6	95.4	96.4	99.0	98.8	92.4
xglm-rand-topic3shot-seen200	en-fr	NA	NA	NA	NA	NA	NA	NA	92.8
xglm-rand-topic3shot-seen200-trim	en-fr	95.6	99.0	91.2	95.0	97.0	99.2	99.4	94.6
xglm-rand-domain3shot-langs	en-fr	97.6	99.4	93.0	95.2	97.4	99.6	99.2	NA
xglm-rand-domain3shot-langs-trim	en-fr	97.6	99.4	92.8	95.2	97.4	99.6	99.2	NA
xglm-rand-domain3shot-all	en-fr	94.4	98.2	90.8	95.4	97.2	93.4	99.4	NA
xglm-rand-domain3shot-all-trim	en-fr	96.4	99.2	91.2	95.6	98.0	93.8	99.4	NA
xglm-truerand-3shot-langs	en-fr	97.0	99.0	91.8	95.4	97.8	100.0	99.4	NA
xglm-truerand-3shot-langs-trim	en-fr	97.0	99.0	91.6	95.4	97.8	100.0	99.4	NA
xglm-truerand-3shot-all	en-fr	95.8	98.4	90.2	95.6	97.4	99.6	99.0	NA
xglm-truerand-3shot-all-trim	en-fr	96.2	99.2	91.2	95.8	97.6	99.6	99.2	NA
xglm-topic5shot-seen200	en-fr	94.2	98.0	86.0	95.4	96.8	98.2	98.8	NA
xglm-topic5shot-seen200-trim	en-fr	96.6	99.0	90.6	95.4	97.8	99.6	99.0	NA
xglm-keywords10-cc100	en-fr	74.6	63.8	41.6	85.8	82.8	69.8	94.8	NA
xglm-keywords10-cc100-trim	en-fr	93.0	97.2	80.6	94.6	96.4	99.0	98.4	NA
xglm-keywords10-topic3shot-seen200	en-fr	93.0	96.4	86.8	94.0	96.4	96.6	98.8	NA
xglm-keywords10-topic3shot-seen200-trim	en-fr	96.6	98.8	90.8	94.4	97.4	99.4	99.0	NA
xglm-rand-domainkeywords10-langs	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-domainkeywords10-langs-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-domainkeywords10-all	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-domainkeywords10-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-langs-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-truerand-keywords10-all-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen500-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen1000	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen1000-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen2000	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-seen2000-trim	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-all500	en-fr	94.2	98.2	83.6	93.6	96.2	77.4	97.6	92.6
xglm-topic3shot-all500-trim	en-fr	96.6	99.2	89.8	95.6	97.4	99.6	99.0	95.4
xglm-topic3shot-all1000	en-fr	NA	NA	NA	NA	NA	NA	NA	NA
